,name_and_description,conservative
4631,🙏 in god we trust LazyMeatball Twitter to support POTUS genflynn therealroseanne michellemalkin realmikelindell KristySwansonXO,1.0
4632,Theatre film dance directing producing out of the box type stuff and an occasional nap,0.0
4633,,0.0
4634,Grateful for saving grace of Jesus Prolife Mom to awesome daughter wife of great man Hard work Pursue dreams Encourage self sufficiency independence,1.0
4635,Account suspended On CN Nexpose day Lost 12k followers Please help this Trump lady out follow back AmericanPride trump 2020 baby,1.0
4636,Trump MAGA Former democrat Woke up Pray for our country Realtor in Smoky Mtns God Bless the USA military police firemen All support groups,1.0
4637,⭐ ️ ⭐ ️ ⭐ ️ ❌  TRUMPTRAIN Int Designer Bus Owner HAPPILY MARRIED Mom Mimi Conserv Ind Thinker MAGA 🇺🇸 1st WWG1WGA NRA CCW 🚫 Personal DM is 🚫 LISTS FB GenFlynn,1.0
4638,Papa to Bagpiper Unapologetic American Hypocritical Liberals can ck off KAG WWG1WGA,1.0
4639,Reader voter teacher lawyer Respect for all who Use social media to teach inspire instead of incite complain,0.0
4640,55 Mother grandma ProudNative My Love is 🌎 🐶 🦁 🐘 🐋 What happened to Common Sense 🌊 Resistance Stronger Together 🌊,0.0
4641,Grumpy Old Woman,0.0
4642,🍑 🆘,0.0
4643,,1.0
4644,,1.0
4645,♏ ️ 🇺🇸,0.0
4646,Sci fi fantasy writer promoting the power of the feminine in Human Evolution bonobos Tayamni sciencefiction ancientaliens timetravel fantasy 🌊 🧬 🎭 🚀 👽,0.0
4647,🇨🇦 🇺🇸 ⭐ ️ ⭐ ️ ⭐ ️  🇨🇦 girl who ❤ ️ my 🇺🇸 neighbors ❤ ️ Pres Trump Married to 👨 ‍ 🚒 MAGA draintheswamp drainthecdnswamp Faith Goldy 4mayor Scheer Replace Trudeau Member of NRA,1.0
4648,love my kids my president my father and my freedom Maga Trump USA 🇺🇸 🇺🇸 🇺🇸,1.0
4649,FDR Dem minus racism Believe in Public Good Before Private Profit CA State Director League of Humane Voters aldf TheLAFPI,0.0
4650,christian conservative,1.0
4651,War is peace Freedom is slavery Ignorance is strength George Orwell FBR,0.0
4652,One diverse multi generational family is positive view in around the East End No postcodes,0.0
4653,Tweets are my own thoughts re tweets are someone else is thoughts,1.0
4654,,0.0
4655,Born from Irish heritage Separation between church and state God man govt All men are created equal Let is strive for better tomorrow USMCFMF0351,1.0
4656,Staunch Conservative and Freedom Loving Patriot Defender of Freedoms and Constitution MAGA,1.0
4657,❌ Vote Red Repeal NCVIA Vaxxed ❌ KAG,1.0
4658,mother great chef in my own mind nature lover and dedicated Democrat,0.0
4659,🖤  Fool me once shame on you Fool me twice shame on me block all promoted accounts follow back if miss it hit me up lmk ✌ ️ ❤ ️ 🇺🇸,1.0
4660,,0.0
4661,🐷 🇦🇺 🙏 🇭🇰 😷  ★fяєє ѕσʋℓ ✨ am In Love ♡GLAY ❤ ️ мєℓσ∂у♬ ♡ Yoga ❤ ️ ∂αи¢ιиg♪♬ 내가 좋아하는 것들과 닮아가고파 이모티콘 참 좋아하는ㄴㅏ랑 월이랑 ♡17 EARTHPEACE SURRENDERTOPEACE ☮ Good Luck 🍀 ㅁ 히 𖤐 ♪♬,0.0
4662,😘  am sweet 😚 until am not 🤨 USAF Veteran 🇺🇸 The Resistance Veterans Against Trump 💜 Vets Resist Squadron IMPEACHED 😆 🤣 THE RACIST CHILD RAPER MUST GO 🤬,0.0
4663,Trump2020 MAGA Proud Texan DRAINTHESWAMP 1st 2nd Amend NRA America 1st Build The Wall Do not California my Texas,1.0
4664,Know how companies score on gender equality our free app Make real change your dollars for women Our newsletter tells you how,0.0
4665,,0.0
4666,Not much,1.0
4667,,1.0
4668,First drink coffee then do the things,0.0
4669,❌ 🇺🇸 ❌  my name Jesus 🇨🇺 🇵🇷 The truth shall set free Give me liberty or give me death PH Support Our Troops 2A Build The Wall Medical Marijuana Opioid Crisis,1.0
4670,🌈  Way too damn needy,0.0
4671,🇸🇪 🎙 💖  Women is body Women is choice Resist Affordable Health Care For Everyone Higher Taxes For The Rich STOP TRYING TO RESET MY PASSWORD 🙄 🖕 step verify ‼ ️,0.0
4672,🛸  probably having an existential crisis but it is cool,0.0
4673,New York politicians suck and Donald Trump is the best cure for this country is division Anti Abortion and Pro America KAG,1.0
4674,MAGA and KAG Retired Navy Chief Paralegal Member of the Truth Justice Research Team LtGen Flynn Wheelchair warrior for our President,1.0
4675,Erstwhile Ohioan Husband to KateThomas Dog dad to Winnie Founder PointerDigi Future mustard sommelier Expect Doctor Who GIFs COYS genderpronouns,0.0
4676,We help companies by harnessing the skills of women We certify educated experienced women many who are moms wanting to reenter the workforce,0.0
4677,Its the little things that count Not Democrat btw,1.0
4678,Jesus Follower praying for my country working for better tomorrow Rose for Sophie KAG MAGA Blocks Lists On as WontDance4Soros,1.0
4679,wonen in de Goudse binnenstad werken aan mooie projecten in Den Haag,0.0
4680,Federer Northampton Saints Supporter All Black Lives Matter Still With Her The Resistance 👨 🏾,0.0
4681,22 • too many fandoms to count • slytherin • INTP • 🔬 and am … iron man ⎊ Francesca is my person 🌸,0.0
4682,❌  The more that the Liberals hate President Trump the more like him MAGA every day Draining the swamp 🇺🇸 🇺🇸 🇺🇸 2A Not bot Riding the Trump train,1.0
4683,,1.0
4684,Conservative Wife Mother Grandmother love living in the country Been with my sweetheart 38 yrs,1.0
4685,GOD FAMILY COUNTRY Supporter of Military Police Conservative Gov Trumper MAGA Lions do not lose sleep over opinions of Sheep GOD is good Married No DM,1.0
4686,Retired automotive industry professional with conservative values Supporter of 2A NRA Fair Trade and LEGAL immigration for those that love America,1.0
4687,First of My Name Fiber Optic Engineer Certified Animal Health and Production officer,0.0
4688,🍷  Tu tiens pas vraiment au courant de actualit é hein Tommy Boule Acier perdu la boule et le Flingueur est flingu é,0.0
4689,Jesus Christ is my Lord and Savior Thank the Father in heaven for my trials and blessings all my opinions are my own all my prayers are for all souls,1.0
4690,🇺🇲 CONSERVATARIAN ❤ Mental Slavery Emancipator helping free others from the Dem Party Plantation,1.0
4691,Technical Support 2A NRA Independent Conservative Rock Heavy Metal Country Biker Followed by the Real Eddie Money 🇺🇸,1.0
4692,🆘 Dem Force  Attorney lifelong resident LA CA Dems Feminist LGBTQ Immigration Environment Unions Resist Dem Cast CA Dems Work 4USA Team Pelosi Kamala 2020 Joe 2020,0.0
4693,live to tell stories,0.0
4694,Love my family and my country Proud of our Military and LEO,1.0
4695,No DMs please America will never be destroyed from the outside If we falter and lose our freedoms it will be because we destroyed ourselves Abraham Lincoln,1.0
4696,BSU ‘21 ΦΜ PSE 💗 💜,0.0
4697,Elizabeth Warren  Person Of Color Progressive Capitalist Democrat genderpronouns for Warren 2020 Dems Work 4USA Just Say No to Drugs 420 POC For Warren Civil Rights Reparations,0.0
4698,want to jettison into the heavens as magical positive energy Preferably in the next Tesla on the front of rocket,0.0
4699,Love the USA and its founders principles Do not need to be told what to think Speak up vote to change course or we will be Russia in 20 yrs voteblue resist,0.0
4700,Government Politics World History,1.0
4701,If we make enough laws we can all be criminals,1.0
4702,New creation in Christ Delivered from the power of darkness and Conveyed into the Kingdom of the Son of the Father is love Have the faith of God,1.0
4703,God bless America,1.0
4704,🌟 🌟 🌟  Let is go change the World Happily MARRIED,1.0
4705,love my country and love GOD try every day to be better Christian and glad GOD is forgiving GOD love my wife of 31 years and my kids and 10 grands,1.0
4706,Musical theatre enthusiast Spurs fan Passion for healthcare Comms background in politics and tap dancing Yes like Strictly 💃 🏻,0.0
4707,Liberalism independence from concentrations of power monopolies capricious zealotries whether they be statist religious or corporate,0.0
4708,,1.0
4709,Ing é nieur et oc é anographe physicien communicateur scientifique auteur et conf é rencier publi é Le Livre du Pouvoir et é couvrir les oc é ans,0.0
4710,,1.0
4711,,1.0
4712,🔥 Witches For Warren 🗽 🌹 🆘 ️ 🏳 ️ ‍ 🌈 ✡ ⭐  Greek polytheist 💜 She her Asexual Fueled by chocolate tea snark Proud member of the Millennial astral antifa DSA resist Warren 2020 One Voice Z10,0.0
4713,Community College Professor of reading Mom of four beautiful souls wife seeker of knowledge activist,0.0
4714,Screenwriter Author Human PAGE Finalist 2016 2018 2019 Screencraft Finalist 2016 2017 2018 2019 Get busy livin or get busy dyin,0.0
4715,🇪🇺 🌊,0.0
4716,Edgar Friendly You see according to Cocteau is plan am the enemy cause like to think like to read am into freedom of speech and freedom of choice,1.0
4717,Pop pop,1.0
4718,where is my oscar for acting like am not falling apart,0.0
4719,No explanation necessary 🤘 🏻,1.0
4720,Io Sto Con Laura Boldrini  Fisico trekker ateo antifa No Borders Anpi Free Palestine 🇵🇸 gobbo terùn LLAP 🖖,0.0
4721,huge nerd that is all,0.0
4722,🇺🇸 🇫🇷 🇬🇭  Free spirit Oddball Believer,1.0
4723,,1.0
4724,Ready for summer love dogs cats makeup perfumes book lover Star Wars candles love travelling running married children cats,0.0
4725,,1.0
4726,,1.0
4727,Saved by grace From LA living in the south People call me Rachel lot think penguins are awkward and awesome Do good recklessly,0.0
4728,Tom Holland is the best Spider Man,0.0
4729,Woman first mother of my CHOICE wife grandma of her CHOICE Atheist Survivor Proud Liberal Never Going Back Women Will Die Keep Abortion Safe And Legal,0.0
4730,🌈  Swimmer Biker Runner Blogger Hiker Reader Kitty Momma Writer Dog Lover mom to toddler,0.0
4731,OMC   American believe in Freedom Justice and lifting heavy wanna be like my Uncle Sam when grow up Deus Vult,1.0
4732,JESUS Family Country MAGA RN Boston Brooklyn Conservative NE Patriots Respect Back The Blue And drain the damn swamp 🇺🇸 KAG,1.0
4733,user 784 999 vegan cantankerous ska fan anti disenfranchisement US Navy spouse,0.0
4734,curly haired Capricorn girl Composition formula Dance Love Water Anxiety,0.0
4735,Nurse mom liberal newlywed,0.0
4736,‼ ️  WE RE GONNA ELECT THAT M0THERF0CKER AGAIN ‼ ️,1.0
4737,Inspiring women to run for political office in Colorado Dedicated to seeing gender parity on all appointed boards and commissions Nonpartisan,0.0
4738,❌ ❌ 🇺🇸  🌟 HAPPILY MARRIED 🌟 Retired Leo 🇺🇸 Trump 2020 MAGA Pro Life Patriot NRA Love Chirstian 2A Backthe Blue Thin Blue Line No DM No DM,1.0
4739,‘Let them be left wildness and wet Long live the weeds and the wilderness yet Gerard Manley Hopkins,0.0
4740,Retired grandma to the cutest toddlers in the world cat rescuer breast cancer survivor life long Democrat feminist resist persist 4th cousin to LBJ,0.0
4741,God loving patriot until the rapture Smart beautiful woman for Trump Praying for,1.0
4742,God Fearing Love Animals Children and Old People Strong Believer in If You Do not Stand For Something You will Fall For Anything Also Stupid Is As Stupid Does,0.0
4743,,1.0
4744,Pastor Hospice Chaplain from India Now proud to be an AMERICAN Be in the center of God is will and understand God is plan for this Nation MAGA KAG Trump 2020,1.0
4745,PATRIOT CONSERVATIVE TRUMP2020 MAGA WWG1WGA DEPLORABLE COVFEFE Ban Sharia Pro Life Americafirst Blue Cheat qanon Stop The Steal,1.0
4746,MAGA my only purpose for Twitter is to follow our POTUS and other patriots not looking for date,1.0
4747,Retired Semi Equip lifer MIT Ph UM grad FB BB fan Avid skier All in for Trump as lived through the free trade destruction of Mi Not lookin MAGA,1.0
4748,Mom Police Wifey Proud American Loves our President Trump 2020 🇺🇸,1.0
4749,Tearing down America is Judeo Christian values one gay wedding cake at time Mega Ding Dong as decreed by jessjo LFGM 2020,0.0
4750,Deboosted by Twitter No socialism Trump 2020 MAGA KAG,1.0
4751,PATRIOT,1.0
4752,going down are we fuck we are gonna win the cup,0.0
4753,Live life and be kind Help those less fortunate The Earth is for everybody Be thankful if you were born in prosperous part of it believe in Karma,0.0
4754,Patriot believer in the Truth and Justice,1.0
4755,🇺🇸 🇺🇸  Trump 2020 KAG Be Best No Socialism Build The Wall Drain The Deep State Back The Blue Veterans Military America First Vote Red To Save America 🇺🇲,1.0
4756,sinner saved by the Grace of my Lord Yeshua Jesus enjoy reading and walking not sure am able to describe who do believe we are not who we will be,1.0
4757,Love Jesus and want to expose child predators qanon pub,1.0
4758,When the World Burns It will not Crumble We will Plant Flowers in its Ashes the AQZD,1.0
4759,BGCBigs Development Comms Manager Top 40 Yeg Dog Mama 🐾 Mom to be UAlberta Senator cityofcalgary Social Wellbeing Advisory Committee Vice Chair,0.0
4760,🎗 ️  美国和日本是人类文明的基石！The United States and Japan are the cornerstones of human civilization！アメリカと日本は人類の文明の礎石です！HongKongers are the best in the world,1.0
4761,Civics101 What do you stand Citizen Self Paced Online Education,1.0
4762,Became Conservative watching the Watergate hearings Introduced to Libertarianism in the 80 is We do not need term limits we need power limits,1.0
4763,Sculptural bead artist and Basket maker Postcards To Voters,0.0
4764,✝ ️ Christian Dad Photographer Trust but verify wwg 1wga maga,1.0
4765,,1.0
4766,like to hike but prefer sitting,0.0
4767,🇻🇳 🇺🇸 🇩🇪 🇯🇵 🇰🇷 🇰🇵 🇨🇳 🇸🇬 🇱🇦 🇰🇭 🇹🇭  pics ✝ ️ ☯ ️ ☮ ️ ✡ ️ ❤ ️ 💜 🗡 ️ ⚔ ️ 💣 🔫 🏳 ️ 🏴 🇵🇭 🇮🇩 🇲🇾 🇧🇳 🇹🇼 🇻🇳 🇺🇸 🇩🇪 🇯🇵 🇰🇷 🇰🇵 🇨🇳 🇸🇬 🇱🇦 🇰🇭 🇹🇭 FB,1.0
4768,NAU 💙 💛 liveunified 💗,0.0
4769,am husband father avid pro life advocate lover of all creatures great and small patriot and constitutional conservative MAGA KAG Pro Life KAG,1.0
4770,🥰,0.0
4771,,1.0
4772,Texan Born American Single Mom Proud Supporter of Military and POTUS MAGA KAG Trump2020 CloseTheBorders JFKJrAlive IFB,1.0
4773,,0.0
4774,Net UWP Dev Founder of interware ch Board member TeslaClubCH Opinions are my own Tesla referral,0.0
4775,Rude crude and tattooed only look like someone is sweet little great grandmother,0.0
4776,Being the good nana am to my grandsons Love my President MAGA,1.0
4777,To Thine Own Self Be True by William Shakespeare 🇺🇸 🇵🇷 🇮🇪,0.0
4778,always hungry coffee ❤ ️ taking nap in the middle of bookstore is my idea of the ultimate day half bottles of wine are nonexistent you opened it finish it,0.0
4779,MAGA Trump KAG TRUMP2020 PROLIFE NRA WWG1WGA America First CCOT CHRISTIAN WWG1WGA Walk Away IF have not follow you please DM,1.0
4780,votebluenomatterwho  Women if the soul of the nation is to be saved believe that you must become its soul Coretta Scott King pronouns she her hers,0.0
4781,believe am cat in the past life,0.0
4782,Old biker married 25 years to young biker chick Still in love Not looking for dates if you are please move on MAGA Trump2020 KAG,1.0
4783,Conservative Retired MAGA KAG,1.0
4784,í  Estudiante 📚 Amante de la vida la locura la libertad 💫 Si crees en tus sueños con el corazón lucha con todas tus fuerzas para vivirlos en la realidad,0.0
4785,Your prayer needs match the intensity of the situation that is how JESUS PRAYED IN Gethsemane His prayer was so intense His sweat became like drops of blood,1.0
4786,⭐ ⭐ ⭐  JEHOVAH is my Father Jesus my savoir RT 🚫 endorsement Save Our Children NO MORE POLITICS ME 🚫 Stage4Cancer in remission now BAD Chemo Brain 🙏,1.0
4787,,0.0
4788,⭐ ⭐ ⭐  American Patriot Conservative gun owner hunter traditional archer and strict constitutionalist Husband Father Grandfather Guitar player MAGA 🎸,1.0
4789,🇨🇴 🇮🇹 📍 Milan Italy 👨 🏾 ‍ 🎓 👨 🏾 ‍ 💻 Based in Luqa Malta 🇲🇹 👨 🏾 ‍ ✈ ️,0.0
4790,𝔖𝔥𝔬𝔭𝔞𝔥𝔬𝔩𝔦𝔠 𝔏𝔬𝔳𝔢 𝔑𝔢𝔶𝔪𝔞𝔯 𝔍𝔯 𝔣𝔦𝔩𝔪𝔰 𝔪𝔲𝔰𝔦𝔠 𝔪𝔪𝔞 𝔲𝔣𝔠 𝔠𝔞𝔯𝔰 𝔣𝔬𝔬𝔱𝔶 𝔭𝔢𝔬𝔭𝔩𝔢 𝔴𝔦𝔱𝔥 𝔟𝔞𝔫𝔱𝔢𝔯 🇧🇷,0.0
4791,⭐ ⭐ ⭐  Isaiah 54 17 deplorable Small business owner God bless America God bless DJT wwg1wga worldwide MAGA Abortion is Murder,1.0
4792,🇺🇸 🇺🇸  Infinitely Curious ❤ GOD 👣 Family Country 🇺🇸 Baseball ⚾ ❤ GOD again ❤ MAGA TRUMP2020 Forensic Accountant Securities Markets Benghazi US Armed Forces 🇺🇸,1.0
4793,served in USMC worked in construction after that mostly in electrical until had cardiac experience in 2016,1.0
4794,Author Three Degrees the future is not hopeless Political junkie foreign and domestic Brooklyn arts booster,0.0
4795,🕊 🥀 🕊 🕊 🥀 🕊 🕊 🥀 🕊  🥀 Sassy Classy 🥀 Constitutional Conservative 🥀 Honor God 🥀 Love Family 🥀 Defend Country 🕊 MAGA 🕊 KAG 🕊 Proud Deplorable 🕊 Women For Trump 🕊 America 1st 🕊 1A 🕊 2A 🕊 NRA,1.0
4796,✌ ✌  Deplorable woman Love my president my country and my gun Life is too short to argue with liberals,1.0
4797,🇺🇸 🇩🇪  proud American wife mother grandmother 100 Trump supporter MAGA,1.0
4798,We are women We are scientists Please email media requests and partnership inquiries Women In STEM Women In Science Science,0.0
4799,Music meets Lyrics Darkness meets Light The Cusp,0.0
4800,Connecting Detroit Australia Public Speaker Advocate for good food businesses Director at FoodLabDetroit Founding Partner at FoodLabSydney,0.0
4801,EVERYONE WELCOME NO PEDOPHILES OR WIFE BEATERS Blocking any nonsense NO DMs WWG1WGA proud infidel Grecia66 on Gab Grecia66 on Parler NO DMs,1.0
4802,Reputation is what men and women think of us character is what God and angels know of us,0.0
4803,🇺🇸 🇮🇱  MAGA Back The Blue Qanon Voter ID Now Build The Wall 🇺🇸 Husband Father Christian Aerospace Mechanic Green Bay Packers ✈ ️ Wheres Ruth Parler amxguy1970,1.0
4804,Hippie radical wild thing rockmama political miscreant and mom of kristenmchugh22,0.0
4805,Southern Belle 🍑 🇺🇸 Roots go back to before the American Revolution 🥁 Standwith Gen Flynn ⭐ ️ ⭐ ️ ⭐ ️ Stand With Judge Jeanine Stand With Brett Kavanaugh Still,1.0
4806,Born again Christian Pro Constitution as its written Socialism is evil Not looking for relationship,1.0
4807,,1.0
4808,independent woman rising to the top,1.0
4809,Porque no hemos ganado nada queremos ganarlo todo,0.0
4810,,1.0
4811,PL ENG ES Trilingüe 💫 Animal lover 🐬 🐨 🦘 🐶 🍭 only good vibes ✨ 🌙 childmoon ⭐ ️ ✨ 🎙 Tik Tok Off Acc 3M 👽 📸 IG Influencer Off Acc 4M,0.0
4812,Patriot MAGA Drain The Swamp Its not politics its just right vs wrong 🇺🇸 🇺🇸 🇺🇸 90 of Mass Media is fake,1.0
4813,The stereo sounds strange WAKE UP Infatuated with over bubbly °○°•● synth sounds brutal avant garde beats ¤,0.0
4814,dog mom 🐶 climber 🧗 ‍ ♀ ️ love for all things astrology ⭐ ️,0.0
4815,born on 14 11 1987 Worry is failure ya dig,1.0
4816,Conservative Love Rush Lucianne Breitbart Malkin Mark Levin Mark Steyn Gutfeld Tucker Sara Carter Jesse Waters Listen to Glenn Beck Rush Mark Levin,1.0
4817,🏳 ️ ‍ 🌈  🏳 ️ ‍ 🌈 Digital Marketing Contractor Google Consultant in Chicago Cat dad Husband Airplane geek United Airlines fan ❤ ️ roller coasters,0.0
4818,🐿  Christian 🙏 Patriot 🇺🇸 KAG MAGA 🇺🇸 LTC 🇺🇸 REDWAVE2020 🇺🇸 TRUMP 🇺🇸 Roll Tide 🐘 🐘 💯 TRUMP IS MY PRESIDENT 🇺🇸 Veterans 🇺🇸 💯 Backtheblue 🇺🇸 No Sharia,1.0
4819,,1.0
4820,Catholic Pro Life MAGA 1A 2A,1.0
4821,Deplorable American Texas Girl fyi this is not dating site please seek dating app 🇺🇸 ⭐ ️ ⭐ ️ ⭐ ️ 💧,1.0
4822,Pro Life conservative patriot Mom grandma Love Jesus MAGA Trump 2020 KAG,1.0
4823,Patriot warrior against all those trying to destroy our USA Outside the box conservative Intense fitness health dude Prepper NRA Christian IT Professional,1.0
4824,🚜 🏗 💸 🌷  Happy warrior Aristotelian Philhellene Trumpette EUexit Nationalist Has postmodernists for breakfast stand with Farmers Builders Traders,1.0
4825,🇺🇸 Mom Grandma married 49 years conservative MAGA NO DM is PLEASE NO DM is for any reason,1.0
4826,Just passing through Again Jim Acosta ca not handle the truth,1.0
4827,Retired Military,1.0
4828,Son Brother Husband Father Catholic Christian African History Enthusiast Human Centric ANY Policies IT HR Management Finance Business,1.0
4829,Dando vueltas por mundo having fun enjoying every single second,0.0
4830,⭐ ️ ⭐ ️ ⭐ ️  Queen of Conservatism 🇺🇸 KAG Animal Lover End The Dog Meat Trade PROLIFE PATRIOT ❤ ️ 2A Trump Train DRAINTHESWAMP BUILDTHEWALL NRA member,1.0
4831,Law student 📚 Living life one heartbeat at time Parler Jessicadelgraci,1.0
4832,🇺🇸 🇺🇸  God Fearing Patriot unpolitically correct Trump supporter with twisted sense of humor opinions that you may not like at times MAGA KAG Married,1.0
4833,🇺🇸  AmericanPatriot 🇺🇸 MAGA Defend 2A For Constitution KAG Retired Veteran IFB All Patriots 👉 WWG1WGA 👈 ❌ Stand United We Are Winning ❌ VOTE Trump2020 America1st,1.0
4834,Actriz todo terreno Música poes í colores sueños raros No hay porqu é Pase hallarse un rato,0.0
4835,Army Vet of 16 Years Drummer in Rock Band who LOVES Fast Cars Fast Horses Faster Women TRUMP by Landslide in 2020,1.0
4836,🇺🇸 🇮🇱 🇺🇸 🍻  🇺🇸 🇮🇱 TRUMP USA IN GOD WE TRUST Buildthewall MAGA trumptrain Anon sanctuarycity Deplorables Draintheswamp Blexit Americafirst Walk Away Jexodus,1.0
4837,⭐ ️ ⭐ ️ ⭐ ️  MAGA 🇺🇸 Twitter Unfollows NOT Me Read sxdoc posts Must Clean Up The Ocean Stop Pollution End Corruption Support President Trump,1.0
4838,Love my country our President my husband family dogs unconditionally MAGA And why does red state consistently vote for Tester represent MT,1.0
4839,Cult 45  Born and Raised in Tennessee follow back MAGA patriots am not Republican or Democrat but common sense American 100 KAG,1.0
4840,Dancer,0.0
4841,do care do you Trump 2020 Family Married NRA and the Constitution Second Amendment Been around the world over ten times,1.0
4842,the welfare state reaches point of no return when the number of people riding in the wagon begins to outnumber the number of people pulling the wagon,1.0
4843,God Loving God Fearing Christian and 2nd Amendment defending Libertarian Patriot 4th Gen Texan NAGR member,1.0
4844,👸 🌎 🙏  Passionate about my hunky hubby and our littles ❤ ️ God family food jokes honesty 🇺🇸 MAGA USA Never Hillary Always Trust Your Gut ❤ ️ All but take no 💩,1.0
4845,Love this country Grandma wife mother Trump voter MAGA Great Awakening We The People Qanon realDonaldTrump,1.0
4846,Renuncia Piñera,0.0
4847,Opiniones Personales,0.0
4848,Nurse Practitioner FORMER Democrat NY married to Vietnam Vet 🇺🇸 NYFD retired 😇 🇺🇸 ❤ ️ TRUMP again in 2020 USA NO DMs please BUILD THE WALL for America,1.0
4849,Just me Luv myself On twitter for my Luv Sidharth Malhotra my idol my God also big fan of Ranveer Deepika Sonam Dhoni,0.0
4850,,0.0
4851,am recovering dem now an aspiring conservative it is time to take our country back,1.0
4852,🇺🇸 🇺🇸  OH Crew Chief Conservative Constitutionalist Ret LEO KAG americafirst 1a 2a POTUS FLOTUS prepareyourselves noantifa nosharia nomuslims,1.0
4853,mom of wife for 28 yrs 🇨🇦 dog lover gardener and trump resistor No DM is please this is not dating site so the answer is NO No lists,0.0
4854,🇺🇸 🇺🇸  MAGA ❤ ️ 🇺🇸 ✝ ️ 🧠 👩 🏻 ‍ 💻 LOVE my country my President • DTS is real • Followed by MattBatzel RyanAFournier 1776Stonewall,1.0
4855,,1.0
4856,Cantora de Karaokê Compositora de Lamenta ç ões Mude sua rotina Fa ç uma viagem Pinte cabelo de azul 🎧,0.0
4857,WWG1WGA TRUMP TRAIN MAGA,1.0
4858,🌹  Enjoy the ride love the ending Geminiana Directioner Mixer entre otros River Plate IG mica daiana09,0.0
4859,Team Beto The Rescue  Strong willed mother of three own and run property management company and medical recreational marijuana dispensary am diehard Titans and Angels fan,0.0
4860,Need to know basis TRUMP2020 If you are low IQer then Insta BLOCK Istand THINBLUELINE MILITARY Supporter LEOSUPPORTER,1.0
4861,Christian military law enforcement will defend the Constitution of the United States CCOT MAGA KAG VETERAN FBTS America First Back The Blue,1.0
4862,Wife mother grandmother American,1.0
4863,❌ ❌ 🇺🇸 🇺🇸 🇺🇸 🇺🇸  Grandma of South Arkansas patriot speaking out for truth justice for the innocents no lists please,1.0
4864,Wife Mom to Garden Variety Christian with useless English Degree Pedo Wood Anon Shadowbanned for Wrongthink Erase The red,1.0
4865,Christian mom maga Istandwith Israel,1.0
4866,🇺🇸  Resist Tyranny Resist Communism Think Yourself Everything United We Stand,1.0
4867,Christian Bible believing Pastor Black American Patriot Pro Life MAGA Israel and Jerusalem supporter America First Nationalist Anti globalism,1.0
4868,🇺🇲 ✡ ️ 🎹 🌟  realDonaldTrump supporter since the apprentice America loving resister squasher meme maker Best President Ever 45 🇺🇲 Trump 2020 Landslide Victory 🇺🇲,1.0
4869,pro  retweets are not endorsements Proud of being blocked by Paul Mason and Owen Jones,1.0
4870,very concerned citizen use twitter to research read evaluate tweet to share my limited knowledge in case it can be of help to someone else Thanks,0.0
4871,Renaissance Man Musician Paralegal Investigator ASCAP NRA MAGA Award winning journalist once when journalism had ethics ELKs Just joined,1.0
4872,photographer advertising and promotions major your future boss wmu bmb alto she her,0.0
4873,Film Producer,0.0
4874,help common good focused people do great things Strategist Executive Coach Choose Common Good Tweets my own,0.0
4875,Trump 100 anti liberal BUILD THE DAMN WALL am 80 and pissed off ENGLISH ONLY If ca not read it block it MAGA KAG,1.0
4876,Proud supporter of the United States Military and OUR President Trump 2020 Drain The Swamp Build The Wall WWG1WGA Pro Gun Pro Life Patriot 🇺🇲 🇮🇱 MAGA CHF,1.0
4877,Medica Cirujana Especialista en Medicina de la Actividad í sica el Deporte Hospital de San Jose FUCS,0.0
4878,into dogs,0.0
4879,am geeky and introverted am very passionate about social change and believe in democratic socialism TYT and Justice Democrat member,0.0
4880,✝ ️ 💖 💖 ✝ ️  💖 good little Christian girl with big gun America First 🇺🇸 MAGA 🇺🇸 Back The Blue 💙 2A 💥 Support Our Military 🇺🇸 Support Our Vets 🇺🇸,1.0
4881,support President Trump Conservative in my beliefs politics Believe in our Republic the Constitution Socialism sucks No DMs KAG,1.0
4882,🔪  Happy queer with loud mouth artist aquarian NASM CPT baby yogini योगिनी aspiring yoga teacher am destin and wanna be senator one day,0.0
4883,,1.0
4884,Blogger Writer Coach Skill Developer and Speaker Podcaster,0.0
4885,Air Force brat Sub Service Gassed at The Peoples Park Marched in the Moratorium Draft Card burns City Hall San Fran BTDT daughters Been Around,1.0
4886,HOLY TRINITY happily married Veteran anti abortion 2A LEO is POTUS TRUMP Pro Israel Text TRUMP to 88022 WWG1WGA MAGA KAG,1.0
4887,❌  Smelly WalMart shopping dreg of society Blocked by John Cusack Paul Rudnick and Melinda Byerley MAGA KAG Deplorable Feminist Cult 45 Impeach This 🖕 🏻,1.0
4888,No PC here Proud Nationalist Eyes wide opened stand with POTUS Build the wall Happy New Year KAG TRUMP2020,1.0
4889,❤ ⚾ 💙 🇺🇸 🇺🇸 ⭐ ️ ⭐ ️ ⭐ ️  God is great beer is good people are crazy ⚾ ️ Baseball is life 🇺🇸 sinner saved by grace 🇺🇸 am just girl trying to MAGA in looney lib land 🇺🇸,1.0
4890,⭐ ️  You ca not always be politically correct Sometimes it takes REAL courage to stand up MAGA 🇺🇸 ✌ 🏻 💖 Blogger Snap Chat Insta Jali Cat,1.0
4891,The world is mess and just need to rule it Lover of Disney Rooster Teeth and everything in between,0.0
4892,Outspoken educated environmentalist proud liberal democrat,0.0
4893,MAGA Convervative KAG CCOT Christian PROLIFE NO DM PLEASE,1.0
